task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt
1	2	1	12	7	0.400	2	2	1	0.464
1	2	2	16	3	0.750	2	2	1	0.461
1	2	3	20	6	0.300	1	1	1	0.371
1	2	4	24	12	0.400	1	1	1	0.394
1	2	5	28	5	0.800	1	1	1	0.337
1	2	6	32	10	0.650	1	1	1	0.421
1	2	7	36	8	0.550	1	1	1	0.311
1	2	8	40	11	0.250	2	2	1	0.379
1	2	9	44	4	0.800	1	1	1	0.281
1	2	10	48	9	0.750	1	1	1	0.348
1	2	11	52	1	0.400	1	1	1	0.323
1	2	12	56	2	0.900	2	2	1	0.380
1	2	13	60	13	0.200	1	1	1	0.441
1	2	14	64	10	0.300	2	2	1	0.396
1	2	15	68	NaN	NaN	NaN	NaN	NaN	NaN
1	2	16	72	4	0.650	1	1	1	0.407
1	2	17	76	6	0.250	1	1	1	0.364
1	2	18	80	8	0.550	2	2	1	0.291
1	2	19	84	11	0.700	1	1	1	0.396
1	2	20	88	12	0.250	1	1	1	0.329
1	2	21	92	NaN	NaN	NaN	NaN	NaN	NaN
1	2	22	96	NaN	NaN	NaN	NaN	NaN	NaN
1	2	23	100	2	0.600	1	1	1	0.325
1	2	24	104	13	0.400	2	2	1	0.375
1	2	25	108	NaN	NaN	NaN	NaN	NaN	NaN
1	2	26	112	7	0.250	2	2	1	0.419
1	2	27	116	1	0.450	2	2	1	0.419
1	2	28	120	3	0.400	2	2	1	0.381
1	2	29	124	9	0.450	2	2	1	0.277
1	2	30	128	5	0.100	2	2	1	0.380
1	2	31	132	1	0.150	1	1	1	0.403
1	2	32	136	NaN	NaN	NaN	NaN	NaN	NaN
1	2	33	140	12	0.100	1	1	1	0.644
1	2	34	144	3	0.200	1	1	1	0.342
1	2	35	148	5	0.700	1	1	1	0.375
1	2	36	152	8	0.150	1	1	1	0.352
1	2	37	156	NaN	NaN	NaN	NaN	NaN	NaN
1	2	38	160	13	0.200	2	2	1	0.420
1	2	39	164	4	0.250	1	1	1	0.459
1	2	40	168	11	0.600	1	1	1	0.326
1	2	41	172	2	0.500	2	2	1	0.462
1	2	42	176	6	0.800	2	2	1	0.426
1	2	43	180	10	0.350	1	1	1	0.494
1	2	44	184	7	0.250	2	2	1	0.423
1	2	45	188	9	0.900	1	1	1	0.422
1	2	46	192	NaN	NaN	NaN	NaN	NaN	NaN
1	2	47	196	9	0.200	2	2	1	0.457
1	2	48	200	NaN	NaN	NaN	NaN	NaN	NaN
1	2	49	204	2	0.500	2	1	0	0.329
1	2	50	208	NaN	NaN	NaN	NaN	NaN	NaN
1	2	51	212	NaN	NaN	NaN	NaN	NaN	NaN
1	2	52	216	1	0.450	2	2	1	0.420
1	2	53	220	NaN	NaN	NaN	NaN	NaN	NaN
1	2	54	224	12	0.350	2	2	1	0.349
1	2	55	228	3	0.650	2	2	1	0.300
1	2	56	232	8	0.250	1	1	1	0.438
1	2	57	236	10	0.400	2	2	1	0.409
1	2	58	240	7	0.350	1	1	1	0.459
1	2	59	244	6	0.650	2	2	1	0.448
1	2	60	248	11	0.300	2	2	1	0.400
1	2	61	252	NaN	NaN	NaN	NaN	NaN	NaN
1	2	62	256	5	0.800	2	2	1	0.364
1	2	63	260	4	0.550	2	2	1	0.313
1	2	64	264	13	0.350	1	1	1	0.395
1	2	65	268	NaN	NaN	NaN	NaN	NaN	NaN
