task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt
2	1	1	12	3	0.600	1	1	1	0.511
2	1	2	16	NaN	NaN	NaN	NaN	NaN	NaN
2	1	3	20	NaN	NaN	NaN	NaN	NaN	NaN
2	1	4	24	NaN	NaN	NaN	NaN	NaN	NaN
2	1	5	28	1	0.400	2	2	1	0.469
2	1	6	32	5	0.850	2	2	1	0.433
2	1	7	36	8	0.850	2	2	1	0.459
2	1	8	40	7	0.500	1	1	1	0.677
2	1	9	44	2	0.600	2	2	1	0.525
2	1	10	48	11	0.150	1	1	1	0.531
2	1	11	52	13	0.600	2	2	1	0.363
2	1	12	56	6	0.600	2	2	1	0.579
2	1	13	60	NaN	NaN	NaN	NaN	NaN	NaN
2	1	14	64	12	0.400	1	1	1	0.459
2	1	15	68	10	0.300	1	1	1	0.341
2	1	16	72	4	0.800	2	2	1	0.417
2	1	17	76	9	0.900	2	2	1	0.555
2	1	18	80	2	0.250	2	2	1	0.478
2	1	19	84	3	0.300	1	1	1	0.440
2	1	20	88	1	0.650	2	2	1	0.429
2	1	21	92	NaN	NaN	NaN	NaN	NaN	NaN
2	1	22	96	11	0.600	1	NaN	0	NaN
2	1	23	100	6	0.450	2	2	1	0.449
2	1	24	104	8	0.100	1	1	1	0.390
2	1	25	108	5	0.900	1	1	1	0.574
2	1	26	112	NaN	NaN	NaN	NaN	NaN	NaN
2	1	27	116	12	0.200	1	1	1	0.469
2	1	28	120	7	0.850	1	1	1	0.321
2	1	29	124	4	0.300	1	1	1	0.296
2	1	30	128	13	0.150	1	1	1	0.363
2	1	31	132	10	0.650	2	2	1	0.505
2	1	32	136	NaN	NaN	NaN	NaN	NaN	NaN
2	1	33	140	9	0.750	2	2	1	0.512
2	1	34	144	3	0.450	2	2	1	0.377
2	1	35	148	9	0.100	1	1	1	0.485
2	1	36	152	NaN	NaN	NaN	NaN	NaN	NaN
2	1	37	156	1	0.900	2	2	1	0.571
2	1	38	160	6	0.450	1	NaN	0	NaN
2	1	39	164	13	0.550	1	NaN	0	NaN
2	1	40	168	11	0.250	1	1	1	0.433
2	1	41	172	4	0.700	2	2	1	0.526
2	1	42	176	7	0.800	2	2	1	0.362
2	1	43	180	10	0.100	1	1	1	0.533
2	1	44	184	2	0.600	1	1	1	0.478
2	1	45	188	5	0.400	1	1	1	0.349
2	1	46	192	8	0.100	2	2	1	0.546
2	1	47	196	12	0.750	2	2	1	0.608
2	1	48	200	NaN	NaN	NaN	NaN	NaN	NaN
2	1	49	204	6	0.450	2	2	1	0.395
2	1	50	208	NaN	NaN	NaN	NaN	NaN	NaN
2	1	51	212	NaN	NaN	NaN	NaN	NaN	NaN
2	1	52	216	10	0.450	1	NaN	0	NaN
2	1	53	220	4	0.200	1	1	1	0.368
2	1	54	224	2	0.150	1	1	1	0.382
2	1	55	228	9	0.200	1	1	1	0.416
2	1	56	232	NaN	NaN	NaN	NaN	NaN	NaN
2	1	57	236	7	0.700	2	2	1	0.469
2	1	58	240	3	0.550	1	1	1	0.442
2	1	59	244	12	0.650	2	2	1	0.546
2	1	60	248	NaN	NaN	NaN	NaN	NaN	NaN
2	1	61	252	11	0.750	2	2	1	0.587
2	1	62	256	1	0.300	2	2	1	0.395
2	1	63	260	13	0.650	2	2	1	0.475
2	1	64	264	5	0.650	1	NaN	0	NaN
2	1	65	268	8	0.150	2	2	1	0.482
